ID;CO_IES;CO_CURSO;CO_MUNIC_CURSO;CO_UF_CURSO;NU_IDADE;NT_GER;NT_CE;NT_OBJ_FG;NT_OBJ_CE;DS_VT_ESC_OFG;DS_VT_ESC_OCE;DS_VT_ACE_OFG;DS_VT_ACE_OCE;TP_PR_GER;CURSO;REGIAO;TURNO;CATEGORIA_IES;MODALIDADE;SEXO;ESTADO_CIVIL;RACA;MORADIA;FAMILIARES;RENDA;TRABALHO;FAIXA_ETARIA
7086;5053;96841;3303609;33;26;20.5;19.3;12.5;22.7;BDDCBECB;CDBCBDBCADBCDBBCADCEAC*EBAC;100;9,90108E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Feminino;Solteiro;Branca;Pais e/ou parentes;Dois;Até 1,5 S.M;Desempregado;Entre 25 e 30 Anos
7087;5053;96841;3303609;33;45;24;24.5;37.5;27.3;DDABCEBE;DCDCDCEADDBDCDEDDDCAECDDEDC;11100;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Casado;Branca;Cônjuge e/ou filhos;Cinco;1,5 a 3 S.M;40h ou +;Acima de 30 Anos
7088;5053;96841;3303609;33;20;66.7;68.3;50;72.7;BCCBCECE;AAACBDADBBBEBEDBCAAAABBDCEC;1011100;9,91108E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Preta;Pais e/ou parentes;Quatro;4,5 a 6 S.M;Até 20 hs;Até 24 Anos
7089;5053;96841;3303609;33;28;51;47.6;62.5;54.5;DCEBCEAE;ADACEDAEBABCDBDADAAEEEBACCB;1011110;9,91118E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Feminino;Casado;Branca;Cônjuge e/ou filhos;Um;6 a 10 S.M;21 a 39 hs;Entre 25 e 30 Anos
7090;5053;96841;3303609;33;23;49.7;46.2;62.5;45.5;BCDCCEAD;BECCADADCBBDBEEADAAAACEBCBC;1001111;9,90108E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Três;1,5 a 3 S.M;Desempregado;Até 24 Anos
7091;5053;96841;3303609;33;21;30.5;27.2;25;27.3;CBDDEECB;DDAECDADECCBEDCBEABADACBECD;10000100;9,91008E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Três;Até 1,5 S.M;Eventualmente;Até 24 Anos
7092;5053;96841;3303609;33;23;46.7;54.7;37.5;59.1;BACBDEBD;BDACEDBDBBBCDBBDBEAEABBECBC;10101;9,91118E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Dois;3 a 4,5 S.M;21 a 39 hs;Até 24 Anos
7093;5053;96841;3303609;33;21;56.6;63;62.5;68.2;CDBBEECD;EAAEADCDBBBEBDDCAEADCCCDCBC;10110101;9,91008E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;6 a 10 S.M;Desempregado;Até 24 Anos
7094;5053;96841;3303609;33;22;49.8;51.6;25;54.5;BCCDEECE;CDCDEEADBAECBDDEDEEEEBDDCBC;1000100;9,90018E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Feminino;Solteiro;Preta;Pais e/ou parentes;Dois;1,5 a 3 S.M;Desempregado;Até 24 Anos
7095;5053;96841;3303609;33;24;34.6;28.5;62.5;31.8;CABBCEDA;ACBEEDCABAECBDBABEDAACDACBB;10111100;9,90018E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Feminino;Solteiro;Indigena;Pais e/ou parentes;Quatro;Até 1,5 S.M;Desempregado;Até 24 Anos
7096;5053;96841;3303609;33;22;33.9;36.3;12.5;40.9;BEDEDBAC;AEEDDDAABBADBDBBCECCDCDCCEB;10;9,90008E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Três;1,5 a 3 S.M;Até 20 hs;Até 24 Anos
7097;5053;96841;3303609;33;27;28.4;28.5;25;31.8;DDBDBCCD;ECBCDEACECEDCDCBCDBDBCBAEBC;100001;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Cônjuge e/ou filhos;Um;1,5 a 3 S.M;40h ou +;Entre 25 e 30 Anos
7098;5053;96841;3303609;33;21;20.4;24.7;12.5;27.3;BDCDAEBB;DCBADBDEBCACBEDBCCADCDACDBC;100;9,90008E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Cinco;3 a 4,5 S.M;40h ou +;Até 24 Anos
7099;5053;96841;3303609;33;24;39.8;36.7;50;36.4;ACABBEAE;CBCCBEBDCDCDCEDADBCADCBACCC;1010110;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;1,5 a 3 S.M;40h ou +;Até 24 Anos
7100;5053;96841;3303609;33;19;51.8;47.8;62.5;54.5;CCEACEBD;EEDDDDADBBBCDDDBACABAEBECDC;11001101;9,90008E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Três;3 a 4,5 S.M;Desempregado;Até 24 Anos
7101;5053;96841;3303609;33;24;39.4;34.8;62.5;40.9;DCDBCEBD;DAECBDADBBEEDBDDEAEBDBDECEC;1011101;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Casado;Indigena;Cônjuge e/ou filhos;Dois;4,5 a 6 S.M;21 a 39 hs;Até 24 Anos
7102;5053;96841;3303609;33;25;25.9;19.3;50;22.7;BCADCEAE;DCBDDEBABAEEDBAEDEAABBECCBB;1001110;9,90008E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Feminino;Casado;Indigena;Cônjuge e/ou filhos;Um;Até 1,5 S.M;Desempregado;Entre 25 e 30 Anos
7103;5053;96841;3303609;33;22;15.4;15.5;25;18.2;BCDACBEB;ADCBBBCEBDCCADABCDEBDBAECEB;1001000;9,90008E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;Até 1,5 S.M;Desempregado;Até 24 Anos
7104;5053;96841;3303609;33;21;37.6;37.2;50;36.4;DCADCEBD;DECCDEADBDBDDDDEDEEBDEABEDB;1001101;9,90108E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Preta;Pais e/ou parentes;Três;Até 1,5 S.M;Desempregado;Até 24 Anos
7105;5053;96841;3303609;33;26;25.9;30.5;0;31.8;ABCCBCDC;BDCEEDCDDCBDCCDEABCCDBDDCCD;0;9,90018E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Casado;Preta;Cônjuge e/ou filhos;Um;3 a 4,5 S.M;Desempregado;Entre 25 e 30 Anos
7106;5053;96841;3303609;33;39;20.1;19.3;37.5;22.7;DCDECBCD;ADCADBCBACEDEECBDEACADCDCAE;1001001;9,90008E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Quatro;1,5 a 3 S.M;Eventualmente;Acima de 30 Anos
7107;5053;96841;3303609;33;22;30.6;29.3;37.5;31.8;DEBEEECD;ABBCBBDDBCCCCEDCDDEEACCECBB;100101;9,90108E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Três;4,5 a 6 S.M;Desempregado;Até 24 Anos
7108;5053;96841;3303609;33;32;56.4;52.6;75;54.5;DCCBCEAD;BBECEDDDBBCABEDEBDAAECBACCB;1011111;9,90118E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Cinco;1,5 a 3 S.M;Desempregado;Acima de 30 Anos
7109;5053;96841;3303609;33;22;52.3;51.7;50;59.1;ECDBCBED;BBEDDDADCDBABDBABEAEDCBDCCD;1011001;9,90008E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Hospedaria ou outro;Quatro;1,5 a 3 S.M;Eventualmente;Até 24 Anos
7110;5053;96841;3303609;33;27;38.1;36.3;62.5;40.9;CDBBBEED;DAACEDADDDADDEDDEAECDCADDEC;10110101;9,91118E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Cônjuge e/ou filhos;Quatro;Até 1,5 S.M;40h ou +;Entre 25 e 30 Anos
7111;5053;96841;3303609;33;27;27.4;29;37.5;31.8;DCDBDEBB;AADDCEBDBDBACDABCEBBADCAECB;1010100;9,90008E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Feminino;Solteiro;Indigena;Cônjuge e/ou filhos;Três;1,5 a 3 S.M;40h ou +;Entre 25 e 30 Anos
7112;5053;96841;3303609;33;22;58.1;58;75;68.2;CDBACEAD;ACADEDADBBCCBDBBAEAAECBBCBC;10101111;9,91018E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Um;1,5 a 3 S.M;Até 20 hs;Até 24 Anos
7113;5053;96841;3303609;33;23;33.9;40.2;25;45.5;AECBEECB;ABDBBEBDBCCBBEDDAEEEACBECDC;10100;9,90008E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Três;1,5 a 3 S.M;Desempregado;Até 24 Anos
7114;5053;96841;3303609;33;24;18.6;19.3;25;22.7;CABEDCBC;EBACDDBBEACBEECACBEDEABDCBE;10100000;9,91108E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Amarela;Pais e/ou parentes;Dois;3 a 4,5 S.M;40h ou +;Até 24 Anos
7115;5053;96841;3303609;33;22;41.8;34.9;50;36.4;EEDBCEED;CAEDDCCDBCBDDDBECBADEEBACBC;11101;9,90008E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Feminino;Solteiro;Indigena;Pais e/ou parentes;Três;1,5 a 3 S.M;Desempregado;Até 24 Anos
7116;5053;96841;3303609;33;23;24.7;19.3;37.5;22.7;ECBDCBEE;ACCCDAAAADADCDCCDACBCECDDEC;1101000;9,90108E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Feminino;Solteiro;Branca;Pais e/ou parentes;Um;Até 1,5 S.M;Desempregado;Até 24 Anos
7117;5053;96841;3303609;33;26;56.2;52.6;62.5;54.5;ADDBCEAD;EAACCDBDBACEBDBBBEAAEBDDCBA;11111;9,91108E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Um;Até 1,5 S.M;Desempregado;Entre 25 e 30 Anos
7118;5053;96841;3303609;33;35;52.4;43.4;75;45.5;CCABBEAD;DECEEDCCBCBADDBECEAADCBACCB;11010111;9,90018E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Outras pessoas;Nenhum;Até 1,5 S.M;21 a 39 hs;Acima de 30 Anos
7119;5053;96841;3303609;33;25;48.6;47.8;37.5;54.5;DEBBEABD;ECCABDAABBBCDEBCCECECCBDCCC;110001;9,90008E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Preta;Cônjuge e/ou filhos;Dois;1,5 a 3 S.M;40h ou +;Entre 25 e 30 Anos
7120;5053;96841;3303609;33;46;48.4;42.5;87.5;50;CCDBCEAD;ABCDDDCDBDBADDDBCDEAECBDCCE;11011111;9,90008E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Casado;Branca;Cônjuge e/ou filhos;Cinco;4,5 a 6 S.M;40h ou +;Acima de 30 Anos
7121;5053;96841;3303609;33;23;18.8;16.5;12.5;18.2;BADBEAEA;DCAADDBDADDDDEDDCDDDDAADADA;10000;9,91008E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Cinco;3 a 4,5 S.M;Desempregado;Até 24 Anos
7122;5053;96841;3303609;33;28;37.5;38.7;37.5;45.5;DCAECEDC;BCAEDDADBCBCDEDEBCAEDBCBCBC;1001100;9,91008E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Um;3 a 4,5 S.M;40h ou +;Entre 25 e 30 Anos
7123;5053;96841;3303609;33;49;31;27;37.5;31.8;BAABCEBC;ACECBDADDAACBEBADEEDACABCBE;11100;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Casado;Branca;Cônjuge e/ou filhos;Três;4,5 a 6 S.M;40h ou +;Acima de 30 Anos
7124;5053;96841;3303609;33;34;14.3;11.6;37.5;13.6;BAEBCEEE;ABCBBACBCADCCBACBBDEAEECCBC;11100;9,90008E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Feminino;Solteiro;Indigena;Pais e/ou parentes;Quatro;1,5 a 3 S.M;40h ou +;Acima de 30 Anos
7125;5053;96841;3303609;33;21;32.8;38.7;25;45.5;BDDAEEBD;ADECBDCDBBCEDEDCAEAAECEACBD;101;9,90108E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Quatro;1,5 a 3 S.M;Desempregado;Até 24 Anos
7126;5053;96841;3303609;33;23;45.4;50.2;50;59.1;CDCBDEBD;EEDBEEADEDBABDDCCEADECBDCBA;10010101;9,90018E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Quatro;6 a 10 S.M;Eventualmente;Até 24 Anos
7127;5053;96841;3303609;33;23;20.1;19.3;37.5;22.7;BBBEEEDD;BACCADBDECCDDEDACDEBEEADCBA;100101;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Preta;Pais e/ou parentes;Dois;Até 1,5 S.M;40h ou +;Até 24 Anos
7128;5053;96841;3303609;33;23;23.4;15.7;37.5;18.2;DDABEEBD;DDEDEDBEEBACACECBCABDACBCBE;10101;9,90018E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Feminino;Solteiro;Branca;Pais e/ou parentes;Cinco;4,5 a 6 S.M;Até 20 hs;Até 24 Anos
7129;5053;96841;3303609;33;25;61.3;55.6;75;63.6;CCBBEEBD;EBDDEEADECCEBEBBDEAEECCDCCC;11110101;9,90018E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Um;Até 1,5 S.M;40h ou +;Entre 25 e 30 Anos
7130;5053;96841;3303609;33;22;33.7;24.7;50;27.3;ACBBEEDC;DDDCEDCDCDEBDEBBDBCAAAAECBC;1110100;9,90118E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;ND;Pais e/ou parentes;Dois;1,5 a 3 S.M;Desempregado;Até 24 Anos
7131;5053;96841;3303609;33;26;52;52.2;37.5;59.1;DABDCEEE;ADCDEDADBAEAADDBAEAACBBACCC;101100;9,90018E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Feminino;Solteiro;Indigena;Pais e/ou parentes;Um;Até 1,5 S.M;40h ou +;Entre 25 e 30 Anos
7132;5053;96841;3303609;33;35;34.4;30.9;75;36.4;ACBBCEDD;BBBEABEDBBCDDEDDBCDECEBCCCD;1111101;9,90008E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Casado;Indigena;Cônjuge e/ou filhos;Um;3 a 4,5 S.M;40h ou +;Acima de 30 Anos
7133;5053;96841;3303609;33;26;29.9;28.8;12.5;31.8;BCCDECCE;ABCAEBAAAAEDCDDDDADADDBCBCC;1000000;9,90018E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Feminino;Solteiro;Indigena;Pais e/ou parentes;Dois;1,5 a 3 S.M;40h ou +;Entre 25 e 30 Anos
7134;5053;96841;3303609;33;24;53.2;50.2;62.5;59.1;BCCBBEAD;ECDDEDBDBABECBDBDEADECBCCCB;1010111;9,90018E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Três;3 a 4,5 S.M;Desempregado;Até 24 Anos
7135;5053;96841;3303609;33;31;27.5;20.8;50;22.7;ECEBCEEE;ADCCEEADEAACCBDCADECBBDCAED;1011100;9,90118E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Cônjuge e/ou filhos;Três;3 a 4,5 S.M;Desempregado;Acima de 30 Anos
7136;5053;96841;3303609;33;30;54.7;54.1;62.5;63.6;BCEBCEAE;ABCCEDADBBBEEBADACAAECDDCCC;1011110;9,90118E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Feminino;Separado/Divorciado;Branca;Pais e/ou parentes;Dois;3 a 4,5 S.M;40h ou +;Acima de 30 Anos
7137;5053;96841;3303609;33;26;54.6;51.2;62.5;50;ACBACEAE;DCCCEDBDBCACDDDEEEBDACCCCCC;1101110;9,90118E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Um;4,5 a 6 S.M;Eventualmente;Entre 25 e 30 Anos
7138;5053;96841;3303609;33;25;39.4;42.5;50;50;DAEBCEAE;EACDEDCDBBBDAEDDBEACECAACAC;11110;9,90018E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Dois;4,5 a 6 S.M;40h ou +;Entre 25 e 30 Anos
7139;5053;96841;3303609;33;27;37.5;38.7;25;45.5;BCADEECA;BEECCEABBDBDECDCBAAACDBBCCC;1000100;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Feminino;Solteiro;Preta;Cônjuge e/ou filhos;Dois;1,5 a 3 S.M;21 a 39 hs;Entre 25 e 30 Anos
7140;5053;96841;3303609;33;25;61.5;61.3;75;63.6;CBBBCEAC;EAACEDADBDBEDEDBDEBADCCACCA;10111110;9,91118E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Quatro;10 a 30 S.M;21 a 39 hs;Entre 25 e 30 Anos
7141;5053;96841;3303609;33;24;49.8;40.2;75;45.5;BCBBCECD;EBECBDCDBBBDCDABDEBBCDCBACC;1111101;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;3 a 4,5 S.M;40h ou +;Até 24 Anos
7142;5053;96841;3303609;33;23;17.6;15.5;25;18.2;ADBCAEBC;ADCECBDCBDCACEABADBDEABEACE;100100;9,90008E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Cinco;3 a 4,5 S.M;40h ou +;Até 24 Anos
7143;5053;96841;3303609;33;31;18.6;19.3;0;22.7;BDAEDACC;ECBCBEDBBCADBBCCADCBCABBDCE;0;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Feminino;Solteiro;Preta;Pais e/ou parentes;Três;4,5 a 6 S.M;40h ou +;Acima de 30 Anos
7144;5053;96841;3303609;33;24;41.3;42.5;62.5;50;DDCBCEAD;DBCCADADEDBDBDDDDEBCCCBEBCD;11111;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Casado;Indigena;Cônjuge e/ou filhos;Dois;4,5 a 6 S.M;40h ou +;Até 24 Anos
7145;5053;96841;3303609;33;33;36.5;38.7;50;45.5;AEABCEAE;EBCCEEADBBACBDBBBEBDADCEABD;11110;9,90118E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Três;1,5 a 3 S.M;Eventualmente;Acima de 30 Anos
7146;5053;96841;3303609;33;33;28.1;23.2;37.5;27.3;ACCBCDDB;ABBDAEBBBCBDCEDADCEDDEBECCA;1011000;9,90008E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Feminino;Casado;Indigena;Pais e/ou parentes;Seis;4,5 a 6 S.M;40h ou +;Acima de 30 Anos
7147;5053;96841;3303609;33;28;50.1;61.8;25;72.7;ABABACAA;CDACCDADBBDEDDDEDEAADCBBCCC;10010;9,91108E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Quatro;6 a 10 S.M;40h ou +;Entre 25 e 30 Anos
7148;5053;96841;3303609;33;27;19.4;20.8;25;22.7;BBAEDEAC;ADDDCCADEDEDBEDBDACCBDDBDBB;110;9,90008E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;1,5 a 3 S.M;40h ou +;Entre 25 e 30 Anos
7149;5053;96841;3303609;33;36;46.6;40.2;62.5;45.5;BCBACECD;DDEDEDBDBBBDDEDCDDAABAEDCBC;1101101;9,90018E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Masculino;Separado/Divorciado;Branca;Pais e/ou parentes;Três;3 a 4,5 S.M;40h ou +;Acima de 30 Anos
7150;5053;96841;3303609;33;28;41.4;38.7;37.5;45.5;BDCDEEAD;BCDDEDD*EBDDBDDDDCADECBECCE;111;9,90018E+26;555;Sistemas de Informação;Sudeste;Noturno;Pública Estadual;Presencial;Feminino;Solteiro;Preta;Pais e/ou parentes;Cinco;Até 1,5 S.M;40h ou +;Entre 25 e 30 Anos
7151;5053;96841;3303609;33;56;40.3;38.7;50;45.5;DCDBBEBD;AEEAECBEBBBDAEAEBEAEABBCCCA;1010101;9,90018E+26;555;Sistemas de Informação;Sudeste;Matutino;Pública Estadual;Presencial;Masculino;Separado/Divorciado;Branca;Sozinho;Um;Até 1,5 S.M;Desempregado;Acima de 30 Anos
7152;2383;96855;4314100;43;30;32.6;30.9;62.5;36.4;BEBBCEED;CBBBBDBEBCBCCDEEBDAEDEBDCBE;111101;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Sozinho;Nenhum;Até 1,5 S.M;Eventualmente;Acima de 30 Anos
7153;2383;96855;4314100;43;21;35.6;42.5;25;50;DEBEDAAE;DCECCDABBABAEECABEAAABBDCCC;100010;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Dois;3 a 4,5 S.M;40h ou +;Até 24 Anos
7154;2383;96855;4314100;43;30;18.2;13.1;37.5;13.6;BCEEBEBD;DACADCBCBAEDDCDEACCAEEDBCBD;1000101;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Casado;Branca;Cônjuge e/ou filhos;Dois;1,5 a 3 S.M;40h ou +;Acima de 30 Anos
7155;2383;96855;4314100;43;24;40.5;36.8;50;40.9;DCCBCCBD;EDADCBABBDEEEE*CDBCBDCBDCEC;1011001;9,91008E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Sozinho;Nenhum;6 a 10 S.M;40h ou +;Até 24 Anos
7156;2383;96855;4314100;43;25;28.6;24.7;25;27.3;DEABECAE;BBBCCBADCDAEBEDDDAEBCDCADEB;10010;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;1,5 a 3 S.M;40h ou +;Entre 25 e 30 Anos
7157;2383;96855;4314100;43;24;36.5;29;50;31.8;CCBDEEBE;EBCDEEBDBBDDCEADEEEEAADCDCD;11100100;9,90018E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Um;3 a 4,5 S.M;40h ou +;Até 24 Anos
7158;2383;96855;4314100;43;22;55.7;50.2;62.5;59.1;CEDBCEDD;DBACECADBBEBDBDCBDAEABEACCC;10011101;9,91118E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Outras pessoas;Nenhum;6 a 10 S.M;40h ou +;Até 24 Anos
7159;2383;96855;4314100;43;25;52.2;47.8;75;54.5;DCBBCECD;EDCDCDADBBBDCDBEBCEEECBECCC;1111101;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Outro;Branca;Cônjuge e/ou filhos;Um;3 a 4,5 S.M;40h ou +;Entre 25 e 30 Anos
7160;2383;96855;4314100;43;26;37.1;30.5;50;31.8;BEDBCEAC;ECAABDADBADCBEBEDCEADECCCCD;11110;9,91008E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Três;3 a 4,5 S.M;40h ou +;Entre 25 e 30 Anos
7161;2383;96855;4314100;43;22;52.5;48.6;62.5;54.5;ECABCEAB;EBECBDBDBAACCEDBDECEECBDCBC;1011110;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;3 a 4,5 S.M;40h ou +;Até 24 Anos
7162;2383;96855;4314100;43;22;29.7;24.7;37.5;27.3;ECCCDEED;ADECCBADDDBCDDACCBBAABACCAB;1000101;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Sozinho;Dois;3 a 4,5 S.M;40h ou +;Até 24 Anos
7163;2383;96855;4314100;43;22;33.6;34.8;50;40.9;ECABCEBB;EDBDCDCDBAEBCBDBCECEBEBDCBB;1011100;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Sozinho;Nenhum;1,5 a 3 S.M;Até 20 hs;Até 24 Anos
7164;2383;96855;4314100;43;23;36.5;38.7;50;45.5;BDBECEDD;DBECEEADBBBA*EEDBCEADEBDECB;101101;9,90118E+26;555;Sistemas de Informação;Sul;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Outras pessoas;Nenhum;10 a 30 S.M;40h ou +;Até 24 Anos
